kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
0_21_discriminator/add,kernel AI core task,622,63,"""110.91""","""1618703995358204392""","""1618703995358315302"""
0_21_trans_Cast_2169,kernel AI core task,622,64,"""34.08""","""1618703995358315402""","""1618703995358349482"""
0_21_discriminator/self_attention/f_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,65,"""10.79""","""1618703995358349582""","""1618703995358360372"""
0_21_discriminator/self_attention/f_conv/l2_normalize,kernel AI core task,622,66,"""1.49""","""1618703995358360472""","""1618703995358361962"""
0_21_discriminator/self_attention/f_conv/MatMul_1,kernel AI core task,622,67,"""8.97""","""1618703995358362062""","""1618703995358371032"""
0_21_discriminator/self_attention/f_conv/l2_normalize_1,kernel AI core task,622,68,"""1.75""","""1618703995358371132""","""1618703995358372882"""
0_21_discriminator/self_attention/f_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,69,"""1.42""","""1618703995358372992""","""1618703995358374412"""
0_21_discriminator/self_attention/f_conv/Assign,kernel AI core task,622,70,"""1.68""","""1618703995358374512""","""1618703995358376192"""
0_21_discriminator_1/self_attention/f_conv/Assign,kernel AI core task,622,71,"""1.08""","""1618703995358376292""","""1618703995358377372"""
0_21_discriminator/self_attention/f_conv/truediv,kernel AI core task,622,72,"""1.6""","""1618703995358377482""","""1618703995358379082"""
0_21_discriminator_1/self_attention/f_conv/truediv,kernel AI core task,622,73,"""1.37""","""1618703995358379192""","""1618703995358380562"""
0_21_trans_Cast_2170,kernel AI core task,622,74,"""1.44""","""1618703995358380662""","""1618703995358382102"""
0_21_trans_Cast_2746,kernel AI core task,622,75,"""1.17""","""1618703995358382202""","""1618703995358383372"""
0_21_trans_TransData_2171,kernel AI core task,622,76,"""4.29""","""1618703995358383472""","""1618703995358387762"""
0_21_trans_TransData_2747,kernel AI core task,622,77,"""4.11""","""1618703995358387862""","""1618703995358391972"""
0_21_discriminator/self_attention/f_conv/Conv2D,kernel AI core task,622,78,"""15.32""","""1618703995358392072""","""1618703995358407392"""
0_21_trans_Cast_2181,kernel AI core task,622,79,"""11.44""","""1618703995358407502""","""1618703995358418942"""
0_21_discriminator/self_attention/f_conv/BiasAdd,kernel AI core task,622,80,"""12.4""","""1618703995358419042""","""1618703995358431442"""
0_21_trans_Cast_2184,kernel AI core task,622,81,"""7.71""","""1618703995358431542""","""1618703995358439252"""
0_21_discriminator/self_attention/max_pooling2d/MaxPool,kernel AI core task,622,82,"""5.95""","""1618703995358439352""","""1618703995358445302"""
0_21_trans_TransData_2185,kernel AI core task,622,83,"""6.02""","""1618703995358445402""","""1618703995358451422"""
0_21_trans_Cast_2190,kernel AI core task,622,84,"""5.39""","""1618703995358451522""","""1618703995358456912"""
0_21_discriminator/self_attention/g_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,85,"""10.74""","""1618703995358457012""","""1618703995358467752"""
0_21_discriminator/self_attention/g_conv/l2_normalize,kernel AI core task,622,86,"""1.72""","""1618703995358467852""","""1618703995358469572"""
0_21_discriminator/self_attention/g_conv/MatMul_1,kernel AI core task,622,87,"""8.75""","""1618703995358469672""","""1618703995358478422"""
0_21_discriminator/self_attention/g_conv/l2_normalize_1,kernel AI core task,622,88,"""1.58""","""1618703995358478532""","""1618703995358480112"""
0_21_discriminator/self_attention/g_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,89,"""1.47""","""1618703995358480212""","""1618703995358481682"""
0_21_discriminator/self_attention/g_conv/Assign,kernel AI core task,622,90,"""1.21""","""1618703995358481782""","""1618703995358482992"""
0_21_discriminator_1/self_attention/g_conv/Assign,kernel AI core task,622,91,"""1.09""","""1618703995358483092""","""1618703995358484182"""
0_21_discriminator/self_attention/g_conv/truediv,kernel AI core task,622,92,"""1.54""","""1618703995358484282""","""1618703995358485822"""
0_21_discriminator_1/self_attention/g_conv/truediv,kernel AI core task,622,93,"""1.23""","""1618703995358485922""","""1618703995358487152"""
0_21_trans_Cast_2173,kernel AI core task,622,94,"""1.33""","""1618703995358487252""","""1618703995358488582"""
0_21_trans_Cast_2749,kernel AI core task,622,95,"""1.09""","""1618703995358488682""","""1618703995358489772"""
0_21_trans_TransData_2174,kernel AI core task,622,96,"""4.08""","""1618703995358489872""","""1618703995358493952"""
0_21_trans_TransData_2750,kernel AI core task,622,97,"""4.07""","""1618703995358494052""","""1618703995358498122"""
0_21_discriminator/self_attention/g_conv/Conv2D,kernel AI core task,622,98,"""15.4""","""1618703995358498222""","""1618703995358513622"""
0_21_trans_Cast_2186,kernel AI core task,622,99,"""8.16""","""1618703995358513722""","""1618703995358521882"""
0_21_discriminator/self_attention/g_conv/BiasAdd,kernel AI core task,622,100,"""11.24""","""1618703995358521982""","""1618703995358533222"""
0_21_trans_TransData_2189,kernel AI core task,622,101,"""23.42""","""1618703995358533322""","""1618703995358556742"""
0_21_discriminator/self_attention/MatMul,kernel AI core task,622,102,"""779105.21""","""1618703995358556842""","""1618703996137662052"""
0_21_discriminator/self_attention/Softmax,kernel AI core task,622,103,"""2271.16""","""1618703996137665792""","""1618703996139936952"""
0_21_discriminator/self_attention/h_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,104,"""14.82""","""1618703996139937052""","""1618703996139951872"""
0_21_discriminator/self_attention/h_conv/l2_normalize,kernel AI core task,622,105,"""1.67""","""1618703996139951982""","""1618703996139953652"""
0_21_discriminator/self_attention/h_conv/MatMul_1,kernel AI core task,622,106,"""9.09""","""1618703996139953752""","""1618703996139962842"""
0_21_discriminator/self_attention/h_conv/l2_normalize_1,kernel AI core task,622,107,"""1.78""","""1618703996139962952""","""1618703996139964732"""
0_21_discriminator/self_attention/h_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,108,"""1.41""","""1618703996139964832""","""1618703996139966242"""
0_21_discriminator/self_attention/h_conv/Assign,kernel AI core task,622,109,"""1.48""","""1618703996139966352""","""1618703996139967832"""
0_21_discriminator_1/self_attention/h_conv/Assign,kernel AI core task,622,110,"""1.19""","""1618703996139967942""","""1618703996139969132"""
0_21_discriminator/self_attention/h_conv/truediv,kernel AI core task,622,111,"""1.99""","""1618703996139969232""","""1618703996139971222"""
0_21_discriminator_1/self_attention/h_conv/truediv,kernel AI core task,622,112,"""1.79""","""1618703996139971322""","""1618703996139973112"""
0_21_trans_Cast_2176,kernel AI core task,622,113,"""2.1""","""1618703996139973212""","""1618703996139975312"""
0_21_trans_Cast_2752,kernel AI core task,622,114,"""1.78""","""1618703996139975412""","""1618703996139977192"""
0_21_trans_TransData_2177,kernel AI core task,622,115,"""5.55""","""1618703996139977302""","""1618703996139982852"""
0_21_trans_TransData_2753,kernel AI core task,622,116,"""5.25""","""1618703996139982952""","""1618703996139988202"""
0_21_discriminator/self_attention/h_conv/Conv2D,kernel AI core task,622,117,"""42.49""","""1618703996139988312""","""1618703996140030802"""
0_21_trans_Cast_2178,kernel AI core task,622,118,"""25.5""","""1618703996140030902""","""1618703996140056402"""
0_21_discriminator/self_attention/h_conv/BiasAdd,kernel AI core task,622,119,"""27.94""","""1618703996140056502""","""1618703996140084442"""
0_21_trans_Cast_2179,kernel AI core task,622,120,"""19.91""","""1618703996140084542""","""1618703996140104452"""
0_21_discriminator/self_attention/max_pooling2d_1/MaxPool,kernel AI core task,622,121,"""10.11""","""1618703996140104562""","""1618703996140114672"""
0_21_trans_TransData_2180,kernel AI core task,622,122,"""7.72""","""1618703996140114772""","""1618703996140122492"""
0_21_trans_Cast_2191,kernel AI core task,622,123,"""10.25""","""1618703996140122592""","""1618703996140132842"""
0_21_discriminator/self_attention/MatMul_1,kernel AI core task,622,124,"""707060.06""","""1618703996140132952""","""1618703996847193012"""
0_21_trans_Cast_2192,kernel AI core task,622,125,"""18.03""","""1618703996847197812""","""1618703996847215842"""
0_21_trans_TransData_2193,kernel AI core task,622,126,"""15.86""","""1618703996847215942""","""1618703996847231802"""
0_21_discriminator/self_attention/attn_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,127,"""8.11""","""1618703996847231902""","""1618703996847240012"""
0_21_discriminator/self_attention/attn_conv/l2_normalize,kernel AI core task,622,128,"""1.45""","""1618703996847240122""","""1618703996847241572"""
0_21_discriminator/self_attention/attn_conv/MatMul_1,kernel AI core task,622,129,"""5.34""","""1618703996847241672""","""1618703996847247012"""
0_21_discriminator/self_attention/attn_conv/l2_normalize_1,kernel AI core task,622,130,"""1.91""","""1618703996847247112""","""1618703996847249022"""
0_21_discriminator/self_attention/attn_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,131,"""1.56""","""1618703996847249122""","""1618703996847250682"""
0_21_discriminator/self_attention/attn_conv/Assign,kernel AI core task,622,132,"""1.26""","""1618703996847250792""","""1618703996847252052"""
0_21_discriminator_1/self_attention/attn_conv/Assign,kernel AI core task,622,133,"""1.0""","""1618703996847252152""","""1618703996847253152"""
0_21_discriminator/self_attention/attn_conv/truediv,kernel AI core task,622,134,"""2.0""","""1618703996847253252""","""1618703996847255252"""
0_21_discriminator_1/self_attention/attn_conv/truediv,kernel AI core task,622,135,"""1.89""","""1618703996847255352""","""1618703996847257242"""
0_21_trans_Cast_2194,kernel AI core task,622,136,"""2.14""","""1618703996847257342""","""1618703996847259482"""
0_21_trans_Cast_2770,kernel AI core task,622,137,"""1.73""","""1618703996847259582""","""1618703996847261312"""
0_21_trans_TransData_2195,kernel AI core task,622,138,"""7.99""","""1618703996847261422""","""1618703996847269412"""
0_21_trans_TransData_2771,kernel AI core task,622,139,"""7.47""","""1618703996847269512""","""1618703996847276982"""
0_21_discriminator/self_attention/attn_conv/Conv2D,kernel AI core task,622,140,"""20.75""","""1618703996847277082""","""1618703996847297832"""
0_21_trans_Cast_2196,kernel AI core task,622,141,"""42.51""","""1618703996847297942""","""1618703996847340452"""
0_21_discriminator/self_attention/attn_conv/BiasAdddiscriminator/self_attention/muldiscriminator/self_attention/add,kernel AI core task,622,142,"""119.76""","""1618703996847340552""","""1618703996847460312"""
0_21_discriminator/resblock_down_2/res1/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,622,143,"""33.27""","""1618703996847460412""","""1618703996847493682"""
0_21_trans_Cast_2199,kernel AI core task,622,144,"""42.75""","""1618703996847493792""","""1618703996847536542"""
0_21_discriminator/resblock_down_2/res1/batch_norm/FusedBatchNormV3_Update,kernel AI core task,622,145,"""101.88""","""1618703996847536642""","""1618703996847638522"""
0_21_discriminator/resblock_down_2/res1/Relu,kernel AI core task,622,146,"""53.26""","""1618703996847638622""","""1618703996847691882"""
0_21_trans_Cast_2218,kernel AI core task,622,147,"""36.74""","""1618703996847691982""","""1618703996847728722"""
0_21_discriminator/resblock_down_2/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,148,"""131.01""","""1618703996847728822""","""1618703996847859832"""
0_21_discriminator/resblock_down_2/res1/conv_0/l2_normalize,kernel AI core task,622,149,"""1.86""","""1618703996847859932""","""1618703996847861792"""
0_21_discriminator/resblock_down_2/res1/conv_0/MatMul_1,kernel AI core task,622,150,"""67.42""","""1618703996847861902""","""1618703996847929322"""
0_21_discriminator/resblock_down_2/res1/conv_0/l2_normalize_1,kernel AI core task,622,151,"""1.52""","""1618703996847929422""","""1618703996847930942"""
0_21_discriminator/resblock_down_2/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,152,"""1.41""","""1618703996847931042""","""1618703996847932452"""
0_21_discriminator/resblock_down_2/res1/conv_0/Assign,kernel AI core task,622,153,"""1.35""","""1618703996847932552""","""1618703996847933902"""
0_21_discriminator_1/resblock_down_2/res1/conv_0/Assign,kernel AI core task,622,154,"""1.15""","""1618703996847934002""","""1618703996847935152"""
0_21_discriminator/resblock_down_2/res1/conv_0/truediv,kernel AI core task,622,155,"""4.97""","""1618703996847935252""","""1618703996847940222"""
0_21_discriminator_1/resblock_down_2/res1/conv_0/truediv,kernel AI core task,622,156,"""4.59""","""1618703996847940322""","""1618703996847944912"""
0_21_trans_Cast_2219,kernel AI core task,622,157,"""4.3""","""1618703996847945012""","""1618703996847949312"""
0_21_trans_Cast_2795,kernel AI core task,622,158,"""3.98""","""1618703996847949412""","""1618703996847953392"""
0_21_trans_TransData_2220,kernel AI core task,622,159,"""94.21""","""1618703996847953502""","""1618703996848047712"""
0_21_trans_TransData_2796,kernel AI core task,622,160,"""94.12""","""1618703996848047812""","""1618703996848141932"""
0_21_discriminator/resblock_down_2/res1/conv_0/Conv2D,kernel AI core task,622,161,"""87.32""","""1618703996848142032""","""1618703996848229352"""
0_21_trans_Cast_2223,kernel AI core task,622,162,"""17.1""","""1618703996848229462""","""1618703996848246562"""
0_21_discriminator/resblock_down_2/res2/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,622,163,"""23.04""","""1618703996848246662""","""1618703996848269702"""
0_21_discriminator/resblock_down_2/res2/batch_norm/FusedBatchNormV3_Update,kernel AI core task,622,164,"""29.81""","""1618703996848269802""","""1618703996848299612"""
0_21_discriminator/resblock_down_2/res2/Relu,kernel AI core task,622,165,"""22.34""","""1618703996848299712""","""1618703996848322052"""
0_21_trans_Cast_2241,kernel AI core task,622,166,"""17.44""","""1618703996848322162""","""1618703996848339602"""
0_21_discriminator/resblock_down_2/res2/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,167,"""261.56""","""1618703996848339702""","""1618703996848601262"""
0_21_discriminator/resblock_down_2/res2/conv_0/l2_normalize,kernel AI core task,622,168,"""2.03""","""1618703996848601362""","""1618703996848603392"""
0_21_discriminator/resblock_down_2/res2/conv_0/MatMul_1,kernel AI core task,622,169,"""133.8""","""1618703996848603492""","""1618703996848737292"""
0_21_discriminator/resblock_down_2/res2/conv_0/l2_normalize_1,kernel AI core task,622,170,"""1.47""","""1618703996848737402""","""1618703996848738872"""
0_21_discriminator/resblock_down_2/res2/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,171,"""1.37""","""1618703996848738982""","""1618703996848740352"""
0_21_discriminator/resblock_down_2/res2/conv_0/Assign,kernel AI core task,622,172,"""1.2""","""1618703996848740452""","""1618703996848741652"""
0_21_discriminator_1/resblock_down_2/res2/conv_0/Assign,kernel AI core task,622,173,"""1.07""","""1618703996848741762""","""1618703996848742832"""
0_21_discriminator/resblock_down_2/res2/conv_0/truediv,kernel AI core task,622,174,"""6.22""","""1618703996848742932""","""1618703996848749152"""
0_21_discriminator_1/resblock_down_2/res2/conv_0/truediv,kernel AI core task,622,175,"""5.93""","""1618703996848749252""","""1618703996848755182"""
0_21_trans_Cast_2242,kernel AI core task,622,176,"""5.0""","""1618703996848755282""","""1618703996848760282"""
0_21_trans_Cast_2818,kernel AI core task,622,177,"""5.12""","""1618703996848760382""","""1618703996848765502"""
0_21_trans_TransData_2243,kernel AI core task,622,178,"""95.25""","""1618703996848765612""","""1618703996848860862"""
0_21_trans_TransData_2819,kernel AI core task,622,179,"""94.64""","""1618703996848860962""","""1618703996848955602"""
0_21_discriminator/resblock_down_2/res2/conv_0/Conv2D,kernel AI core task,622,180,"""152.39""","""1618703996848955712""","""1618703996849108102"""
0_21_trans_Cast_2244,kernel AI core task,622,181,"""20.34""","""1618703996849108212""","""1618703996849128552"""
0_21_discriminator/resblock_down_2/skip/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,182,"""131.51""","""1618703996849128662""","""1618703996849260172"""
0_21_discriminator/resblock_down_2/skip/conv_0/l2_normalize,kernel AI core task,622,183,"""1.68""","""1618703996849260272""","""1618703996849261952"""
0_21_discriminator/resblock_down_2/skip/conv_0/MatMul_1,kernel AI core task,622,184,"""67.33""","""1618703996849262052""","""1618703996849329382"""
0_21_discriminator/resblock_down_2/skip/conv_0/l2_normalize_1,kernel AI core task,622,185,"""1.45""","""1618703996849329492""","""1618703996849330942"""
0_21_discriminator/resblock_down_2/skip/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,186,"""1.37""","""1618703996849331042""","""1618703996849332412"""
0_21_discriminator/resblock_down_2/skip/conv_0/Assign,kernel AI core task,622,187,"""1.0""","""1618703996849332522""","""1618703996849333522"""
0_21_discriminator_1/resblock_down_2/skip/conv_0/Assign,kernel AI core task,622,188,"""1.0""","""1618703996849333632""","""1618703996849334632"""
0_21_discriminator/resblock_down_2/skip/conv_0/truediv,kernel AI core task,622,189,"""4.71""","""1618703996849334732""","""1618703996849339442"""
0_21_discriminator_1/resblock_down_2/skip/conv_0/truediv,kernel AI core task,622,190,"""4.56""","""1618703996849339542""","""1618703996849344102"""
0_21_trans_Cast_2200,kernel AI core task,622,191,"""4.06""","""1618703996849344212""","""1618703996849348272"""
0_21_trans_Cast_2776,kernel AI core task,622,192,"""4.04""","""1618703996849348372""","""1618703996849352412"""
0_21_trans_TransData_2201,kernel AI core task,622,193,"""93.75""","""1618703996849352512""","""1618703996849446262"""
0_21_trans_TransData_2777,kernel AI core task,622,194,"""94.18""","""1618703996849446362""","""1618703996849540542"""
0_21_discriminator/resblock_down_2/skip/conv_0/Conv2D,kernel AI core task,622,195,"""114.0""","""1618703996849540642""","""1618703996849654642"""
0_21_trans_Cast_2245,kernel AI core task,622,196,"""18.87""","""1618703996849654742""","""1618703996849673612"""
0_21_discriminator/add_1,kernel AI core task,622,197,"""35.88""","""1618703996849673712""","""1618703996849709592"""
0_21_discriminator/resblock_down_4/res1/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,622,198,"""22.99""","""1618703996849709692""","""1618703996849732682"""
0_21_trans_Cast_2248,kernel AI core task,622,199,"""19.44""","""1618703996849732782""","""1618703996849752222"""
0_21_discriminator/resblock_down_4/res1/batch_norm/FusedBatchNormV3_Update,kernel AI core task,622,200,"""28.03""","""1618703996849752332""","""1618703996849780362"""
0_21_discriminator/resblock_down_4/res1/Relu,kernel AI core task,622,201,"""25.03""","""1618703996849780472""","""1618703996849805502"""
0_21_trans_Cast_2267,kernel AI core task,622,202,"""19.91""","""1618703996849805612""","""1618703996849825522"""
0_21_discriminator/resblock_down_4/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,203,"""298.08""","""1618703996849825622""","""1618703996850123702"""
0_21_discriminator/resblock_down_4/res1/conv_0/l2_normalize,kernel AI core task,622,204,"""1.8""","""1618703996850123802""","""1618703996850125602"""
0_21_discriminator/resblock_down_4/res1/conv_0/MatMul_1,kernel AI core task,622,205,"""146.28""","""1618703996850125712""","""1618703996850271992"""
0_21_discriminator/resblock_down_4/res1/conv_0/l2_normalize_1,kernel AI core task,622,206,"""1.66""","""1618703996850272092""","""1618703996850273752"""
0_21_discriminator/resblock_down_4/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,207,"""1.48""","""1618703996850273852""","""1618703996850275332"""
0_21_discriminator/resblock_down_4/res1/conv_0/Assign,kernel AI core task,622,208,"""1.32""","""1618703996850275442""","""1618703996850276762"""
0_21_discriminator_1/resblock_down_4/res1/conv_0/Assign,kernel AI core task,622,209,"""1.09""","""1618703996850276872""","""1618703996850277962"""
0_21_discriminator/resblock_down_4/res1/conv_0/truediv,kernel AI core task,622,210,"""10.0""","""1618703996850278072""","""1618703996850288072"""
0_21_discriminator_1/resblock_down_4/res1/conv_0/truediv,kernel AI core task,622,211,"""9.53""","""1618703996850288182""","""1618703996850297712"""
0_21_trans_Cast_2268,kernel AI core task,622,212,"""5.23""","""1618703996850297822""","""1618703996850303052"""
0_21_trans_Cast_2844,kernel AI core task,622,213,"""4.7""","""1618703996850303152""","""1618703996850307852"""
0_21_trans_TransData_2269,kernel AI core task,622,214,"""204.33""","""1618703996850307952""","""1618703996850512282"""
0_21_trans_TransData_2845,kernel AI core task,622,215,"""203.95""","""1618703996850512392""","""1618703996850716342"""
0_21_discriminator/resblock_down_4/res1/conv_0/Conv2D,kernel AI core task,622,216,"""90.04""","""1618703996850716442""","""1618703996850806482"""
0_21_trans_Cast_2272,kernel AI core task,622,217,"""10.67""","""1618703996850806582""","""1618703996850817252"""
0_21_discriminator/resblock_down_4/res2/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,622,218,"""13.95""","""1618703996850817352""","""1618703996850831302"""
0_21_discriminator/resblock_down_4/res2/batch_norm/FusedBatchNormV3_Update,kernel AI core task,622,219,"""16.37""","""1618703996850831402""","""1618703996850847772"""
0_21_discriminator/resblock_down_4/res2/Relu,kernel AI core task,622,220,"""13.66""","""1618703996850847872""","""1618703996850861532"""
0_21_trans_Cast_2290,kernel AI core task,622,221,"""11.14""","""1618703996850861632""","""1618703996850872772"""
0_21_discriminator/resblock_down_4/res2/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,222,"""596.35""","""1618703996850872872""","""1618703996851469222"""
0_21_discriminator/resblock_down_4/res2/conv_0/l2_normalize,kernel AI core task,622,223,"""3.04""","""1618703996851469322""","""1618703996851472362"""
0_21_discriminator/resblock_down_4/res2/conv_0/MatMul_1,kernel AI core task,622,224,"""291.27""","""1618703996851472462""","""1618703996851763732"""
0_21_discriminator/resblock_down_4/res2/conv_0/l2_normalize_1,kernel AI core task,622,225,"""1.61""","""1618703996851763832""","""1618703996851765442"""
0_21_discriminator/resblock_down_4/res2/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,226,"""1.44""","""1618703996851765542""","""1618703996851766982"""
0_21_discriminator/resblock_down_4/res2/conv_0/Assign,kernel AI core task,622,227,"""1.1""","""1618703996851767082""","""1618703996851768182"""
0_21_discriminator_1/resblock_down_4/res2/conv_0/Assign,kernel AI core task,622,228,"""1.05""","""1618703996851768282""","""1618703996851769332"""
0_21_discriminator/resblock_down_4/res2/conv_0/truediv,kernel AI core task,622,229,"""13.72""","""1618703996851769432""","""1618703996851783152"""
0_21_discriminator_1/resblock_down_4/res2/conv_0/truediv,kernel AI core task,622,230,"""12.97""","""1618703996851783262""","""1618703996851796232"""
0_21_trans_Cast_2291,kernel AI core task,622,231,"""6.76""","""1618703996851796332""","""1618703996851803092"""
0_21_trans_Cast_2867,kernel AI core task,622,232,"""6.27""","""1618703996851803192""","""1618703996851809462"""
0_21_trans_TransData_2292,kernel AI core task,622,233,"""204.39""","""1618703996851809562""","""1618703996852013952"""
0_21_trans_TransData_2868,kernel AI core task,622,234,"""204.01""","""1618703996852014052""","""1618703996852218062"""
0_21_discriminator/resblock_down_4/res2/conv_0/Conv2D,kernel AI core task,622,235,"""164.94""","""1618703996852218172""","""1618703996852383112"""
0_21_trans_Cast_2293,kernel AI core task,622,236,"""11.41""","""1618703996852383212""","""1618703996852394622"""
0_21_discriminator/resblock_down_4/skip/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,237,"""311.14""","""1618703996852394722""","""1618703996852705862"""
0_21_discriminator/resblock_down_4/skip/conv_0/l2_normalize,kernel AI core task,622,238,"""2.07""","""1618703996852705972""","""1618703996852708042"""
0_21_discriminator/resblock_down_4/skip/conv_0/MatMul_1,kernel AI core task,622,239,"""146.13""","""1618703996852708142""","""1618703996852854272"""
0_21_discriminator/resblock_down_4/skip/conv_0/l2_normalize_1,kernel AI core task,622,240,"""1.39""","""1618703996852854372""","""1618703996852855762"""
0_21_discriminator/resblock_down_4/skip/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,241,"""1.43""","""1618703996852855862""","""1618703996852857292"""
0_21_discriminator/resblock_down_4/skip/conv_0/Assign,kernel AI core task,622,242,"""1.23""","""1618703996852857392""","""1618703996852858622"""
0_21_discriminator_1/resblock_down_4/skip/conv_0/Assign,kernel AI core task,622,243,"""1.04""","""1618703996852858722""","""1618703996852859762"""
0_21_discriminator/resblock_down_4/skip/conv_0/truediv,kernel AI core task,622,244,"""9.61""","""1618703996852859872""","""1618703996852869482"""
0_21_discriminator_1/resblock_down_4/skip/conv_0/truediv,kernel AI core task,622,245,"""9.11""","""1618703996852869582""","""1618703996852878692"""
0_21_trans_Cast_2249,kernel AI core task,622,246,"""4.89""","""1618703996852878792""","""1618703996852883682"""
0_21_trans_Cast_2825,kernel AI core task,622,247,"""4.47""","""1618703996852883792""","""1618703996852888262"""
0_21_trans_TransData_2250,kernel AI core task,622,248,"""204.19""","""1618703996852888362""","""1618703996853092552"""
0_21_trans_TransData_2826,kernel AI core task,622,249,"""204.04""","""1618703996853092652""","""1618703996853296692"""
0_21_discriminator/resblock_down_4/skip/conv_0/Conv2D,kernel AI core task,622,250,"""91.53""","""1618703996853296802""","""1618703996853388332"""
0_21_trans_Cast_2294,kernel AI core task,622,251,"""10.74""","""1618703996853388442""","""1618703996853399182"""
0_21_discriminator/add_2,kernel AI core task,622,252,"""18.72""","""1618703996853399282""","""1618703996853418002"""
0_21_discriminator/resblock_down_8/res1/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,622,253,"""13.5""","""1618703996853418112""","""1618703996853431612"""
0_21_trans_Cast_2297,kernel AI core task,622,254,"""10.45""","""1618703996853431712""","""1618703996853442162"""
0_21_discriminator/resblock_down_8/res1/batch_norm/FusedBatchNormV3_Update,kernel AI core task,622,255,"""12.31""","""1618703996853442262""","""1618703996853454572"""
0_21_discriminator/resblock_down_8/res1/Relu,kernel AI core task,622,256,"""13.1""","""1618703996853454682""","""1618703996853467782"""
0_21_trans_Cast_2316,kernel AI core task,622,257,"""11.2""","""1618703996853467882""","""1618703996853479082"""
0_21_discriminator/resblock_down_8/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,258,"""727.42""","""1618703996853479182""","""1618703996854206602"""
0_21_discriminator/resblock_down_8/res1/conv_0/l2_normalize,kernel AI core task,622,259,"""2.8""","""1618703996854206702""","""1618703996854209502"""
0_21_discriminator/resblock_down_8/res1/conv_0/MatMul_1,kernel AI core task,622,260,"""342.48""","""1618703996854209612""","""1618703996854552092"""
0_21_discriminator/resblock_down_8/res1/conv_0/l2_normalize_1,kernel AI core task,622,261,"""1.81""","""1618703996854552202""","""1618703996854554012"""
0_21_discriminator/resblock_down_8/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,262,"""1.63""","""1618703996854554112""","""1618703996854555742"""
0_21_discriminator/resblock_down_8/res1/conv_0/Assign,kernel AI core task,622,263,"""1.23""","""1618703996854555852""","""1618703996854557082"""
0_21_discriminator_1/resblock_down_8/res1/conv_0/Assign,kernel AI core task,622,264,"""1.13""","""1618703996854557192""","""1618703996854558322"""
0_21_discriminator/resblock_down_8/res1/conv_0/truediv,kernel AI core task,622,265,"""21.23""","""1618703996854558422""","""1618703996854579652"""
0_21_discriminator_1/resblock_down_8/res1/conv_0/truediv,kernel AI core task,622,266,"""21.16""","""1618703996854579752""","""1618703996854600912"""
0_21_trans_Cast_2317,kernel AI core task,622,267,"""9.88""","""1618703996854601012""","""1618703996854610892"""
0_21_trans_Cast_2893,kernel AI core task,622,268,"""10.01""","""1618703996854610992""","""1618703996854621002"""
0_21_trans_TransData_2318,kernel AI core task,622,269,"""424.26""","""1618703996854621102""","""1618703996855045362"""
0_21_trans_TransData_2894,kernel AI core task,622,270,"""423.67""","""1618703996855045462""","""1618703996855469132"""
