kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
0_11_gradients/discriminator/resblock_down_8/res2/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,18,"""2.99""","""1619057190381548696""","""1619057190381551686"""
0_11_gradients/discriminator/resblock_down_8/skip/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,19,"""2.94""","""1619057190381551786""","""1619057190381554726"""
0_11_trans_TransData_10459,kernel AI core task,267,20,"""297.96""","""1619057190381554826""","""1619057190381852786"""
0_11_gradients/discriminator_1/resblock_down_8/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,267,21,"""39.01""","""1619057190381852886""","""1619057190381891896"""
0_11_gradients/discriminator_1/resblock_down_8/res2/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_45,kernel AI core task,267,22,"""23.57""","""1619057190381891996""","""1619057190381915566"""
0_11_gradients/discriminator_1/resblock_down_8/skip/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_46,kernel AI core task,267,23,"""14.86""","""1619057190381915666""","""1619057190381930526"""
0_11_Adam/update_discriminator/resblock_down_16/res1/conv_0/kernel/ApplyAdam,kernel AI core task,267,24,"""334.46""","""1619057190381930636""","""1619057190382265096"""
0_11_trans_TransData_8911,kernel AI core task,267,25,"""301.79""","""1619057190382265206""","""1619057190382566996"""
0_11_gradients/discriminator/resblock_down_8/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,267,26,"""40.7""","""1619057190382567096""","""1619057190382607796"""
0_11_gradients/discriminator/resblock_down_8/res2/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_43,kernel AI core task,267,27,"""22.97""","""1619057190382607896""","""1619057190382630866"""
0_11_gradients/discriminator/resblock_down_8/skip/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_44,kernel AI core task,267,28,"""14.6""","""1619057190382630976""","""1619057190382645576"""
0_11_gradients/discriminator_1/resblock_down_8/res1/conv_0/truediv_grad/RealDiv,kernel AI core task,267,29,"""26.1""","""1619057190382645686""","""1619057190382671786"""
0_11_gradients/discriminator_1/resblock_down_8/res1/conv_0/truediv_grad/mul,kernel AI core task,267,30,"""36.82""","""1619057190382671886""","""1619057190382708706"""
0_11_gradients/discriminator_1/resblock_down_8/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Reduce,kernel AI core task,267,31,"""47.0""","""1619057190382708806""","""1619057190382755806"""
0_11_trans_TransData_10486,kernel AI core task,267,32,"""27.1""","""1619057190382755906""","""1619057190382783006"""
0_11_trans_TransData_10487,kernel AI core task,267,33,"""14.98""","""1619057190382783116""","""1619057190382798096"""
0_11_gradients/discriminator/resblock_down_8/res1/conv_0/truediv_grad/RealDiv,kernel AI core task,267,34,"""24.37""","""1619057190382798206""","""1619057190382822576"""
0_11_gradients/discriminator/resblock_down_8/res1/conv_0/truediv_grad/mul,kernel AI core task,267,35,"""36.25""","""1619057190382822676""","""1619057190382858926"""
0_11_gradients/AddN_25,kernel AI core task,267,36,"""1.54""","""1619057190382859036""","""1619057190382860576"""
0_11_gradients/AddN_26,kernel AI core task,267,37,"""1.29""","""1619057190382860686""","""1619057190382861976"""
0_11_gradients/discriminator/resblock_down_8/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Reduce,kernel AI core task,267,38,"""47.38""","""1619057190382862086""","""1619057190382909466"""
0_11_trans_TransData_8938,kernel AI core task,267,39,"""23.69""","""1619057190382909566""","""1619057190382933256"""
0_11_trans_TransData_8939,kernel AI core task,267,40,"""15.02""","""1619057190382933356""","""1619057190382948376"""
0_11_trans_Cast_10526,kernel AI core task,267,41,"""20.16""","""1619057190382948476""","""1619057190382968636"""
0_11_gradients/discriminator_1/resblock_down_8/res1/conv_0/truediv_grad/Sum_1,kernel AI core task,267,42,"""21.06""","""1619057190382968746""","""1619057190382989806"""
0_11_gradients/AddN_24,kernel AI core task,267,43,"""37.83""","""1619057190382989906""","""1619057190383027736"""
0_11_trans_Cast_8960,kernel AI core task,267,44,"""14.53""","""1619057190383027846""","""1619057190383042376"""
0_11_gradients/discriminator/resblock_down_8/res1/conv_0/truediv_grad/Sum_1,kernel AI core task,267,45,"""12.96""","""1619057190383042476""","""1619057190383055436"""
0_11_Adam/update_discriminator/resblock_down_8/res1/batch_norm/gamma/ApplyAdam,kernel AI core task,267,46,"""2.9""","""1619057190383055536""","""1619057190383058436"""
0_11_Adam/update_discriminator/resblock_down_8/res1/batch_norm/beta/ApplyAdam,kernel AI core task,267,47,"""2.58""","""1619057190383058536""","""1619057190383061116"""
0_11_gradients/AddN_23,kernel AI core task,267,48,"""31.17""","""1619057190383061216""","""1619057190383092386"""
0_11_gradients/AddN_47,kernel AI core task,267,49,"""25.76""","""1619057190383092486""","""1619057190383118246"""
0_11_gradients/AddN_48,kernel AI core task,267,50,"""15.97""","""1619057190383118346""","""1619057190383134316"""
0_11_trans_TransData_10527,kernel AI core task,267,51,"""9.08""","""1619057190383134416""","""1619057190383143496"""
0_11_trans_Cast_10506,kernel AI core task,267,52,"""1.48""","""1619057190383143596""","""1619057190383145076"""
0_11_gradients/discriminator_1/resblock_down_4/res2/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,267,53,"""200.64""","""1619057190383145186""","""1619057190383345826"""
0_11_gradients/discriminator_1/resblock_down_4/res2/conv_0/Conv2D_grad/Conv2DBackpropInput,kernel AI core task,267,54,"""239.03""","""1619057190383345926""","""1619057190383584956"""
0_11_gradients/discriminator_1/resblock_down_4/skip/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,267,55,"""150.15""","""1619057190383585056""","""1619057190383735206"""
0_11_gradients/discriminator_1/resblock_down_4/skip/conv_0/Conv2D_grad/Conv2DBackpropInput,kernel AI core task,267,56,"""562.14""","""1619057190383735306""","""1619057190384297446"""
0_11_trans_TransData_8961,kernel AI core task,267,57,"""13.91""","""1619057190384297556""","""1619057190384311466"""
0_11_trans_Cast_8946,kernel AI core task,267,58,"""1.1""","""1619057190384311566""","""1619057190384312666"""
0_11_gradients/discriminator/resblock_down_4/res2/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,267,59,"""203.86""","""1619057190384312776""","""1619057190384516636"""
0_11_gradients/discriminator/resblock_down_4/res2/conv_0/Conv2D_grad/Conv2DBackpropInput,kernel AI core task,267,60,"""252.47""","""1619057190384516746""","""1619057190384769216"""
0_11_gradients/discriminator/resblock_down_4/skip/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,267,61,"""148.87""","""1619057190384769326""","""1619057190384918196"""
0_11_gradients/discriminator/resblock_down_4/skip/conv_0/Conv2D_grad/Conv2DBackpropInput,kernel AI core task,267,62,"""561.99""","""1619057190384918296""","""1619057190385480286"""
0_11_trans_Cast_10509,kernel AI core task,267,63,"""32.06""","""1619057190385480396""","""1619057190385512456"""
0_11_trans_Cast_10510,kernel AI core task,267,64,"""19.52""","""1619057190385512556""","""1619057190385532076"""
0_11_trans_TransData_10507,kernel AI core task,267,65,"""1.62""","""1619057190385532176""","""1619057190385533796"""
0_11_trans_TransData_10511,kernel AI core task,267,66,"""380.1""","""1619057190385533896""","""1619057190385913996"""
0_11_trans_TransData_10512,kernel AI core task,267,67,"""286.46""","""1619057190385914096""","""1619057190386200556"""
0_11_trans_TransData_8947,kernel AI core task,267,68,"""1.49""","""1619057190386200666""","""1619057190386202156"""
0_11_trans_TransData_8949,kernel AI core task,267,69,"""378.43""","""1619057190386202256""","""1619057190386580686"""
0_11_trans_TransData_8950,kernel AI core task,267,70,"""286.24""","""1619057190386580786""","""1619057190386867026"""
0_11_Adam/update_discriminator/resblock_down_8/res2/conv_0/kernel/ApplyAdam,kernel AI core task,267,71,"""158.55""","""1619057190386867126""","""1619057190387025676"""
0_11_Adam/update_discriminator/resblock_down_8/skip/conv_0/kernel/ApplyAdam,kernel AI core task,267,72,"""87.57""","""1619057190387025776""","""1619057190387113346"""
0_11_gradients/discriminator_1/resblock_down_8/res1/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,73,"""3.78""","""1619057190387113456""","""1619057190387117236"""
0_11_gradients/discriminator_1/resblock_down_4/res2/conv_0/Pad_grad/Slice_1,kernel AI core task,267,74,"""34.53""","""1619057190387117336""","""1619057190387151866"""
0_11_gradients/discriminator_1/resblock_down_4/res2/conv_0/truediv_grad/RealDiv,kernel AI core task,267,75,"""16.61""","""1619057190387151966""","""1619057190387168576"""
0_11_gradients/discriminator_1/resblock_down_4/res2/conv_0/truediv_grad/mul,kernel AI core task,267,76,"""18.73""","""1619057190387168686""","""1619057190387187416"""
0_11_gradients/discriminator_1/resblock_down_4/skip/conv_0/Pad_grad/Slice_1,kernel AI core task,267,77,"""56.42""","""1619057190387187526""","""1619057190387243946"""
0_11_gradients/discriminator_1/resblock_down_4/skip/conv_0/truediv_grad/RealDiv,kernel AI core task,267,78,"""10.35""","""1619057190387244046""","""1619057190387254396"""
0_11_gradients/discriminator_1/resblock_down_4/skip/conv_0/truediv_grad/mul,kernel AI core task,267,79,"""10.59""","""1619057190387254506""","""1619057190387265096"""
0_11_gradients/discriminator/resblock_down_8/res1/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,80,"""3.59""","""1619057190387265206""","""1619057190387268796"""
0_11_gradients/discriminator/resblock_down_4/res2/conv_0/Pad_grad/Slice_1,kernel AI core task,267,81,"""33.62""","""1619057190387268896""","""1619057190387302516"""
0_11_gradients/discriminator/resblock_down_4/res2/conv_0/truediv_grad/RealDiv,kernel AI core task,267,82,"""17.16""","""1619057190387302626""","""1619057190387319786"""
0_11_gradients/discriminator/resblock_down_4/res2/conv_0/truediv_grad/mul,kernel AI core task,267,83,"""21.63""","""1619057190387319886""","""1619057190387341516"""
0_11_gradients/discriminator/resblock_down_4/skip/conv_0/Pad_grad/Slice_1,kernel AI core task,267,84,"""56.54""","""1619057190387341626""","""1619057190387398166"""
0_11_gradients/discriminator/resblock_down_4/skip/conv_0/truediv_grad/RealDiv,kernel AI core task,267,85,"""11.97""","""1619057190387398266""","""1619057190387410236"""
0_11_gradients/discriminator/resblock_down_4/skip/conv_0/truediv_grad/mul,kernel AI core task,267,86,"""10.97""","""1619057190387410346""","""1619057190387421316"""
0_11_gradients/discriminator_1/resblock_down_8/res1/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_52,kernel AI core task,267,87,"""14.1""","""1619057190387421416""","""1619057190387435516"""
0_11_gradients/discriminator_1/resblock_down_4/res2/Relu_grad/ReluGrad,kernel AI core task,267,88,"""32.96""","""1619057190387435616""","""1619057190387468576"""
0_11_trans_Cast_10579,kernel AI core task,267,89,"""13.59""","""1619057190387468676""","""1619057190387482266"""
0_11_gradients/discriminator_1/resblock_down_4/res2/conv_0/truediv_grad/Sum_1,kernel AI core task,267,90,"""11.38""","""1619057190387482366""","""1619057190387493746"""
0_11_trans_Cast_10583,kernel AI core task,267,91,"""8.02""","""1619057190387493846""","""1619057190387501866"""
0_11_gradients/discriminator_1/resblock_down_4/skip/conv_0/truediv_grad/Sum_1,kernel AI core task,267,92,"""9.06""","""1619057190387501976""","""1619057190387511036"""
0_11_gradients/discriminator/resblock_down_8/res1/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_51,kernel AI core task,267,93,"""11.0""","""1619057190387511146""","""1619057190387522146"""
0_11_gradients/discriminator/resblock_down_4/res2/Relu_grad/ReluGrad,kernel AI core task,267,94,"""31.8""","""1619057190387522246""","""1619057190387554046"""
0_11_trans_Cast_9000,kernel AI core task,267,95,"""11.69""","""1619057190387554146""","""1619057190387565836"""
0_11_gradients/discriminator/resblock_down_4/res2/conv_0/truediv_grad/Sum_1,kernel AI core task,267,96,"""12.0""","""1619057190387565946""","""1619057190387577946"""
0_11_trans_Cast_9004,kernel AI core task,267,97,"""5.88""","""1619057190387578056""","""1619057190387583936"""
0_11_gradients/discriminator/resblock_down_4/skip/conv_0/truediv_grad/Sum_1,kernel AI core task,267,98,"""7.01""","""1619057190387584036""","""1619057190387591046"""
0_11_trans_TransData_10534,kernel AI core task,267,99,"""8.84""","""1619057190387591146""","""1619057190387599986"""
0_11_gradients/discriminator_1/resblock_down_4/res2/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,267,100,"""35.27""","""1619057190387600086""","""1619057190387635356"""
0_11_trans_TransData_10580,kernel AI core task,267,101,"""6.42""","""1619057190387635456""","""1619057190387641876"""
0_11_trans_Cast_10553,kernel AI core task,267,102,"""1.38""","""1619057190387641986""","""1619057190387643366"""
0_11_trans_TransData_10584,kernel AI core task,267,103,"""4.54""","""1619057190387643466""","""1619057190387648006"""
0_11_trans_Cast_10556,kernel AI core task,267,104,"""1.21""","""1619057190387648106""","""1619057190387649316"""
0_11_trans_TransData_8966,kernel AI core task,267,105,"""8.53""","""1619057190387649416""","""1619057190387657946"""
0_11_gradients/discriminator/resblock_down_4/res2/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,267,106,"""34.17""","""1619057190387658046""","""1619057190387692216"""
0_11_trans_TransData_9001,kernel AI core task,267,107,"""6.26""","""1619057190387692316""","""1619057190387698576"""
0_11_trans_Cast_8979,kernel AI core task,267,108,"""1.2""","""1619057190387698676""","""1619057190387699876"""
0_11_trans_TransData_9005,kernel AI core task,267,109,"""4.34""","""1619057190387699976""","""1619057190387704316"""
0_11_trans_Cast_8982,kernel AI core task,267,110,"""1.21""","""1619057190387704416""","""1619057190387705626"""
0_11_gradients/discriminator_1/resblock_down_4/res2/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Reduce,kernel AI core task,267,111,"""49.76""","""1619057190387705726""","""1619057190387755486"""
0_11_trans_TransData_10554,kernel AI core task,267,112,"""1.33""","""1619057190387755596""","""1619057190387756926"""
0_11_trans_TransData_10557,kernel AI core task,267,113,"""1.2""","""1619057190387757026""","""1619057190387758226"""
0_11_gradients/AddN_53,kernel AI core task,267,114,"""12.26""","""1619057190387758336""","""1619057190387770596"""
0_11_gradients/AddN_34,kernel AI core task,267,115,"""1.41""","""1619057190387770696""","""1619057190387772106"""
0_11_gradients/AddN_35,kernel AI core task,267,116,"""1.29""","""1619057190387772206""","""1619057190387773496"""
0_11_gradients/discriminator/resblock_down_4/res2/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Reduce,kernel AI core task,267,117,"""43.89""","""1619057190387773596""","""1619057190387817486"""
0_11_trans_TransData_8980,kernel AI core task,267,118,"""1.28""","""1619057190387817596""","""1619057190387818876"""
0_11_trans_TransData_8983,kernel AI core task,267,119,"""1.19""","""1619057190387818976""","""1619057190387820166"""
0_11_gradients/discriminator_1/resblock_down_4/res1/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,267,120,"""124.51""","""1619057190387820266""","""1619057190387944776"""
0_11_gradients/discriminator_1/resblock_down_4/res1/conv_0/Conv2D_grad/Conv2DBackpropInputgradients/discriminator_1/resblock_down_4/res1/Relu_grad/ReluGrad,kernel AI core task,267,121,"""512.92""","""1619057190387944876""","""1619057190388457796"""
0_11_gradients/discriminator_1/resblock_down_4/res2/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,122,"""2.86""","""1619057190388457896""","""1619057190388460756"""
0_11_gradients/discriminator_1/resblock_down_4/skip/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,123,"""2.6""","""1619057190388460866""","""1619057190388463466"""
0_11_trans_Cast_10559,kernel AI core task,267,124,"""9.85""","""1619057190388463566""","""1619057190388473416"""
0_11_Adam/update_discriminator/resblock_down_4/res2/batch_norm/gamma/ApplyAdam,kernel AI core task,267,125,"""3.21""","""1619057190388473526""","""1619057190388476736"""
0_11_Adam/update_discriminator/resblock_down_4/res2/batch_norm/beta/ApplyAdam,kernel AI core task,267,126,"""2.65""","""1619057190388476836""","""1619057190388479486"""
0_11_gradients/discriminator/resblock_down_4/res1/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,267,127,"""142.63""","""1619057190388479586""","""1619057190388622216"""
0_11_gradients/discriminator/resblock_down_4/res1/conv_0/Conv2D_grad/Conv2DBackpropInputgradients/discriminator/resblock_down_4/res1/Relu_grad/ReluGrad,kernel AI core task,267,128,"""513.13""","""1619057190388622316""","""1619057190389135446"""
0_11_gradients/discriminator/resblock_down_4/res2/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,129,"""2.69""","""1619057190389135546""","""1619057190389138236"""
0_11_gradients/discriminator/resblock_down_4/skip/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,130,"""2.7""","""1619057190389138336""","""1619057190389141036"""
0_11_trans_TransData_10564,kernel AI core task,267,131,"""286.14""","""1619057190389141136""","""1619057190389427276"""
0_11_gradients/discriminator_1/resblock_down_4/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,267,132,"""65.22""","""1619057190389427376""","""1619057190389492596"""
0_11_gradients/discriminator_1/resblock_down_4/res2/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_61,kernel AI core task,267,133,"""7.71""","""1619057190389492706""","""1619057190389500416"""
0_11_gradients/discriminator_1/resblock_down_4/skip/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_62,kernel AI core task,267,134,"""5.2""","""1619057190389500526""","""1619057190389505726"""
0_11_Adam/update_discriminator/resblock_down_8/res1/conv_0/kernel/ApplyAdam,kernel AI core task,267,135,"""78.41""","""1619057190389505836""","""1619057190389584246"""
0_11_trans_TransData_8985,kernel AI core task,267,136,"""286.56""","""1619057190389584346""","""1619057190389870906"""
0_11_gradients/discriminator/resblock_down_4/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,267,137,"""66.91""","""1619057190389871006""","""1619057190389937916"""
0_11_gradients/discriminator/resblock_down_4/res2/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_58,kernel AI core task,267,138,"""7.57""","""1619057190389938016""","""1619057190389945586"""
0_11_gradients/discriminator/resblock_down_4/skip/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_59,kernel AI core task,267,139,"""6.12""","""1619057190389945686""","""1619057190389951806"""
0_11_gradients/discriminator_1/resblock_down_4/res1/conv_0/truediv_grad/RealDiv,kernel AI core task,267,140,"""7.31""","""1619057190389951916""","""1619057190389959226"""
0_11_gradients/discriminator_1/resblock_down_4/res1/conv_0/truediv_grad/mul,kernel AI core task,267,141,"""12.24""","""1619057190389959326""","""1619057190389971566"""
0_11_gradients/discriminator_1/resblock_down_4/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Reduce,kernel AI core task,267,142,"""80.54""","""1619057190389971666""","""1619057190390052206"""
0_11_trans_TransData_10591,kernel AI core task,267,143,"""8.55""","""1619057190390052316""","""1619057190390060866"""
0_11_trans_TransData_10592,kernel AI core task,267,144,"""5.47""","""1619057190390060976""","""1619057190390066446"""
0_11_gradients/discriminator/resblock_down_4/res1/conv_0/truediv_grad/RealDiv,kernel AI core task,267,145,"""8.51""","""1619057190390066556""","""1619057190390075066"""
0_11_gradients/discriminator/resblock_down_4/res1/conv_0/truediv_grad/mul,kernel AI core task,267,146,"""8.4""","""1619057190390075166""","""1619057190390083566"""
0_11_gradients/AddN_41,kernel AI core task,267,147,"""1.47""","""1619057190390083666""","""1619057190390085136"""
0_11_gradients/AddN_42,kernel AI core task,267,148,"""1.32""","""1619057190390085246""","""1619057190390086566"""
0_11_gradients/discriminator/resblock_down_4/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Reduce,kernel AI core task,267,149,"""88.68""","""1619057190390086666""","""1619057190390175346"""
0_11_trans_TransData_9012,kernel AI core task,267,150,"""7.8""","""1619057190390175456""","""1619057190390183256"""
0_11_trans_TransData_9013,kernel AI core task,267,151,"""6.08""","""1619057190390183356""","""1619057190390189436"""
0_11_trans_Cast_10635,kernel AI core task,267,152,"""6.99""","""1619057190390189536""","""1619057190390196526"""
0_11_gradients/discriminator_1/resblock_down_4/res1/conv_0/truediv_grad/Sum_1,kernel AI core task,267,153,"""7.21""","""1619057190390196626""","""1619057190390203836"""
0_11_gradients/AddN_40,kernel AI core task,267,154,"""71.73""","""1619057190390203946""","""1619057190390275676"""
0_11_trans_Cast_9034,kernel AI core task,267,155,"""6.0""","""1619057190390275786""","""1619057190390281786"""
0_11_gradients/discriminator/resblock_down_4/res1/conv_0/truediv_grad/Sum_1,kernel AI core task,267,156,"""6.86""","""1619057190390281886""","""1619057190390288746"""
0_11_Adam/update_discriminator/resblock_down_4/res1/batch_norm/gamma/ApplyAdam,kernel AI core task,267,157,"""2.85""","""1619057190390288856""","""1619057190390291706"""
0_11_Adam/update_discriminator/resblock_down_4/res1/batch_norm/beta/ApplyAdam,kernel AI core task,267,158,"""2.53""","""1619057190390291816""","""1619057190390294346"""
0_11_gradients/AddN_39,kernel AI core task,267,159,"""66.48""","""1619057190390294446""","""1619057190390360926"""
0_11_gradients/AddN_64,kernel AI core task,267,160,"""11.02""","""1619057190390361026""","""1619057190390372046"""
0_11_gradients/AddN_65,kernel AI core task,267,161,"""7.13""","""1619057190390372146""","""1619057190390379276"""
0_11_trans_TransData_10636,kernel AI core task,267,162,"""4.49""","""1619057190390379376""","""1619057190390383866"""
0_11_trans_Cast_10617,kernel AI core task,267,163,"""1.32""","""1619057190390383976""","""1619057190390385296"""
0_11_gradients/discriminator_1/resblock_down_2/res2/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,267,164,"""186.93""","""1619057190390385396""","""1619057190390572326"""
0_11_gradients/discriminator_1/resblock_down_2/res2/conv_0/Conv2D_grad/Conv2DBackpropInput,kernel AI core task,267,165,"""242.45""","""1619057190390572436""","""1619057190390814886"""
0_11_gradients/discriminator_1/resblock_down_2/skip/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,267,166,"""181.64""","""1619057190390815246""","""1619057190390996886"""
0_11_gradients/discriminator_1/resblock_down_2/skip/conv_0/Conv2D_grad/Conv2DBackpropInput,kernel AI core task,267,167,"""522.68""","""1619057190390997266""","""1619057190391519946"""
0_11_trans_TransData_9035,kernel AI core task,267,168,"""5.85""","""1619057190391520296""","""1619057190391526146"""
0_11_trans_Cast_9020,kernel AI core task,267,169,"""1.68""","""1619057190391526516""","""1619057190391528196"""
0_11_gradients/discriminator/resblock_down_2/res2/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,267,170,"""208.7""","""1619057190391528556""","""1619057190391737256"""
0_11_gradients/discriminator/resblock_down_2/res2/conv_0/Conv2D_grad/Conv2DBackpropInput,kernel AI core task,267,171,"""278.01""","""1619057190391737366""","""1619057190392015376"""
0_11_gradients/discriminator/resblock_down_2/skip/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,267,172,"""183.45""","""1619057190392015476""","""1619057190392198926"""
0_11_gradients/discriminator/resblock_down_2/skip/conv_0/Conv2D_grad/Conv2DBackpropInput,kernel AI core task,267,173,"""533.18""","""1619057190392199036""","""1619057190392732216"""
0_11_trans_Cast_10620,kernel AI core task,267,174,"""8.82""","""1619057190392732316""","""1619057190392741136"""
0_11_trans_Cast_10621,kernel AI core task,267,175,"""7.39""","""1619057190392741236""","""1619057190392748626"""
0_11_trans_TransData_10618,kernel AI core task,267,176,"""1.72""","""1619057190392748726""","""1619057190392750446"""
0_11_trans_TransData_10622,kernel AI core task,267,177,"""288.27""","""1619057190392750556""","""1619057190393038826"""
0_11_trans_TransData_10623,kernel AI core task,267,178,"""289.84""","""1619057190393038926""","""1619057190393328766"""
0_11_trans_TransData_9021,kernel AI core task,267,179,"""1.27""","""1619057190393328866""","""1619057190393330136"""
0_11_trans_TransData_9023,kernel AI core task,267,180,"""287.84""","""1619057190393330246""","""1619057190393618086"""
0_11_trans_TransData_9024,kernel AI core task,267,181,"""289.57""","""1619057190393618186""","""1619057190393907756"""
0_11_Adam/update_discriminator/resblock_down_4/res2/conv_0/kernel/ApplyAdam,kernel AI core task,267,182,"""43.29""","""1619057190393907866""","""1619057190393951156"""
0_11_Adam/update_discriminator/resblock_down_4/skip/conv_0/kernel/ApplyAdam,kernel AI core task,267,183,"""25.47""","""1619057190393951256""","""1619057190393976726"""
0_11_gradients/discriminator_1/resblock_down_4/res1/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,184,"""3.15""","""1619057190393976836""","""1619057190393979986"""
0_11_gradients/discriminator_1/resblock_down_2/res2/conv_0/Pad_grad/Slice_1,kernel AI core task,267,185,"""60.23""","""1619057190393980086""","""1619057190394040316"""
0_11_gradients/discriminator_1/resblock_down_2/res2/conv_0/truediv_grad/RealDiv,kernel AI core task,267,186,"""6.46""","""1619057190394040416""","""1619057190394046876"""
0_11_gradients/discriminator_1/resblock_down_2/res2/conv_0/truediv_grad/mul,kernel AI core task,267,187,"""7.02""","""1619057190394046976""","""1619057190394053996"""
0_11_gradients/discriminator_1/resblock_down_2/skip/conv_0/Pad_grad/Slice_1,kernel AI core task,267,188,"""107.13""","""1619057190394054106""","""1619057190394161236"""
0_11_gradients/discriminator_1/resblock_down_2/skip/conv_0/truediv_grad/RealDiv,kernel AI core task,267,189,"""5.77""","""1619057190394161336""","""1619057190394167106"""
0_11_gradients/discriminator_1/resblock_down_2/skip/conv_0/truediv_grad/mul,kernel AI core task,267,190,"""5.11""","""1619057190394167216""","""1619057190394172326"""
0_11_gradients/discriminator/resblock_down_4/res1/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,191,"""2.84""","""1619057190394172436""","""1619057190394175276"""
0_11_gradients/discriminator/resblock_down_2/res2/conv_0/Pad_grad/Slice_1,kernel AI core task,267,192,"""58.08""","""1619057190394175376""","""1619057190394233456"""
0_11_gradients/discriminator/resblock_down_2/res2/conv_0/truediv_grad/RealDiv,kernel AI core task,267,193,"""7.88""","""1619057190394233556""","""1619057190394241436"""
0_11_gradients/discriminator/resblock_down_2/res2/conv_0/truediv_grad/mul,kernel AI core task,267,194,"""6.85""","""1619057190394241536""","""1619057190394248386"""
0_11_gradients/discriminator/resblock_down_2/skip/conv_0/Pad_grad/Slice_1,kernel AI core task,267,195,"""107.17""","""1619057190394248486""","""1619057190394355656"""
0_11_gradients/discriminator/resblock_down_2/skip/conv_0/truediv_grad/RealDiv,kernel AI core task,267,196,"""5.99""","""1619057190394355766""","""1619057190394361756"""
0_11_gradients/discriminator/resblock_down_2/skip/conv_0/truediv_grad/mul,kernel AI core task,267,197,"""5.16""","""1619057190394361866""","""1619057190394367026"""
0_11_gradients/discriminator_1/resblock_down_4/res1/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_67,kernel AI core task,267,198,"""6.57""","""1619057190394367136""","""1619057190394373706"""
0_11_gradients/discriminator_1/resblock_down_2/res2/Relu_grad/ReluGrad,kernel AI core task,267,199,"""57.9""","""1619057190394373806""","""1619057190394431706"""
0_11_trans_Cast_10700,kernel AI core task,267,200,"""6.53""","""1619057190394431806""","""1619057190394438336"""
0_11_gradients/discriminator_1/resblock_down_2/res2/conv_0/truediv_grad/Sum_1,kernel AI core task,267,201,"""6.65""","""1619057190394438436""","""1619057190394445086"""
